Date,price,short_mavg,long_mavg,signal,positions
2024-03-05,488.8726501464844,,,,
2024-03-06,494.7265319824219,,,,
2024-03-07,510.78228759765625,,,,
2024-03-08,504.5594787597656,,,,
2024-03-11,482.2608642578125,,,,
2024-03-12,498.37646484375,,,,
2024-03-13,494.20794677734375,,,,
2024-03-14,490.4782409667969,,,,
2024-03-15,482.7695007324219,,,,
2024-03-18,495.61407470703125,,,,
2024-03-19,494.8761291503906,,,,
2024-03-20,504.130615234375,,,,
2024-03-21,506.3644714355469,,,,
2024-03-22,508.179443359375,,,,
2024-03-25,501.6374816894531,,,,
2024-03-26,494.527099609375,,,,
2024-03-27,492.5026550292969,,,,
2024-03-28,484.24542236328125,,,,
2024-04-01,489.99957275390625,,,,
2024-04-02,496.0030212402344,495.7556976318359,,,
2024-04-03,505.3472595214844,496.5794281005859,,0.0,
2024-04-04,509.51580810546875,497.31889190673826,,0.0,0.0
2024-04-05,525.8906860351562,498.0743118286133,,0.0,0.0
2024-04-08,517.8229370117188,498.73748474121095,,0.0,0.0
2024-04-09,515.4793701171875,500.3984100341797,,0.0,0.0
2024-04-10,518.4013061523438,501.3996520996094,,0.0,0.0
2024-04-11,521.7221069335938,502.7753601074219,,0.0,0.0
2024-04-12,510.4930725097656,503.77610168457034,,0.0,0.0
2024-04-15,498.8551940917969,504.58038635253905,,0.0,0.0
2024-04-16,498.386474609375,504.71900634765626,,0.0,0.0
2024-04-17,492.81182861328125,504.6157913208008,,0.0,0.0
2024-04-18,500.42083740234375,504.43030242919923,,0.0,0.0
2024-04-19,479.7478332519531,503.0994705200195,,0.0,0.0
2024-04-22,480.406005859375,501.7107986450195,,0.0,0.0
2024-04-23,494.73651123046875,501.3657501220703,,0.0,0.0
2024-04-24,492.1436462402344,501.24657745361327,,0.0,0.0
2024-04-25,440.1669006347656,498.6297897338867,,0.0,0.0
2024-04-26,442.0716552734375,496.5211013793945,,0.0,0.0
2024-04-29,431.43096923828125,493.5926712036133,,0.0,0.0
2024-04-30,428.98773193359375,490.2419067382813,,0.0,0.0
2024-05-01,437.9828796386719,486.8736877441406,,0.0,0.0
2024-05-02,440.4660949707031,483.4212020874023,,0.0,0.0
2024-05-03,450.7178039550781,479.6625579833984,,0.0,0.0
2024-05-06,464.40008544921875,476.9914154052734,,0.0,0.0
2024-05-07,466.95306396484375,474.5651000976562,,0.0,0.0
2024-05-08,471.3011169433594,472.21009063720703,,0.0,0.0
2024-05-09,474.11334228515625,469.8296524047852,,0.0,0.0
2024-05-10,474.8912353515625,468.049560546875,,0.0,0.0
2024-05-13,466.7237243652344,466.4429870605469,,0.0,0.0
2024-05-14,470.5531921386719,465.0513229370117,,0.0,0.0
2024-05-15,480.2165222167969,464.4215576171875,,0.0,0.0
2024-05-16,471.9293518066406,462.99698333740236,,0.0,0.0
2024-05-17,470.6130065917969,462.54024200439454,,0.0,0.0
2024-05-20,467.5514221191406,461.8975128173828,,0.0,0.0
2024-05-21,463.35302734375,460.3283386230469,,0.0,0.0
2024-05-22,466.4943542480469,459.0458740234375,,0.0,0.0
2024-05-23,464.4998474121094,460.2625213623047,,0.0,0.0
2024-05-24,476.9056701660156,462.0042221069336,,0.0,0.0
2024-05-28,478.60101318359375,464.3627243041992,,0.0,0.0
2024-05-29,473.05621337890625,466.56614837646487,,0.0,0.0
2024-05-30,465.7663269042969,467.95532073974607,,0.0,0.0
2024-05-31,465.54693603515625,469.20936279296876,,0.0,0.0
2024-06-03,476.17767333984375,470.482356262207,,0.0,0.0
2024-06-04,475.67901611328125,471.04630279541016,,0.0,0.0
2024-06-05,493.6993713378906,472.3836181640625,,0.0,0.0
2024-06-06,492.4029541015625,473.43871002197267,,0.0,0.0
2024-06-07,491.6051330566406,474.31329956054685,,0.0,0.0
2024-06-10,501.2186584472656,475.62967071533205,,0.0,0.0
2024-06-11,506.07525634765625,477.5972473144531,,0.0,0.0
2024-06-12,507.4414978027344,479.44166259765626,,0.0,0.0
2024-06-13,502.71453857421875,480.56656341552736,,0.0,0.0
2024-06-14,503.2735595703125,482.13377380371094,,0.0,0.0
2024-06-17,505.7392272949219,483.8900848388672,,0.0,0.0
2024-06-18,498.61175537109375,485.44310150146487,,0.0,0.0
2024-06-20,500.8179016113281,487.31634521484375,,0.0,0.0
2024-06-21,493.9100341796875,488.68712921142577,,0.0,0.0
2024-06-24,498.03277587890625,490.3637756347656,,0.0,0.0
2024-06-25,509.7022399902344,492.00360412597655,,0.0,0.0
2024-06-26,512.2178344726562,493.6844451904297,,0.0,0.0
2024-06-27,518.646484375,495.9639587402344,,0.0,0.0
2024-06-28,503.33343505859375,497.8423141479492,,0.0,0.0
2024-07-01,503.7926330566406,499.7545989990234,,0.0,0.0
2024-07-02,508.6041564941406,501.3759231567383,,0.0,0.0
2024-07-03,509.0633544921875,503.0451400756836,,0.0,0.0
2024-07-05,538.9606323242188,505.308203125,,0.0,0.0
2024-07-08,528.3893432617188,507.10752258300784,,0.0,0.0
2024-07-09,529.068115234375,508.98067169189454,,0.0,0.0
2024-07-10,533.7498779296875,510.60723266601565,,0.0,0.0
2024-07-11,511.79852294921875,510.8933959960938,,0.0,0.0
2024-07-12,497.9928283691406,510.42096252441405,,0.0,0.0
2024-07-15,495.2876281738281,510.0496170043945,,0.0,0.0
2024-07-16,488.9288330078125,509.3323806762695,,0.0,0.0
2024-07-17,461.17767333984375,507.10430297851565,,0.0,0.0
2024-07-18,475.0133361816406,505.924382019043,,0.0,0.0
2024-07-19,475.9516906738281,504.68107147216796,,0.0,0.0
2024-07-22,486.5429992675781,504.3127197265625,,0.0,0.0
2024-07-23,487.83074951171875,503.8026184082031,,0.0,0.0
2024-07-24,460.45892333984375,501.34045257568357,,0.0,0.0
2024-07-25,452.61279296875,498.3602005004883,,0.0,0.0
2024-07-26,464.8811950683594,495.67193603515625,488.83992950439455,1.0,1.0
2024-07-29,464.8911437988281,493.749821472168,488.600114440918,1.0,0.0
2024-07-30,462.3755798339844,491.67896881103513,488.27660491943357,1.0,0.0
2024-07-31,473.9951171875,489.9485168457031,487.908733215332,1.0,0.0
2024-08-01,496.86480712890625,489.3385894775391,487.83178649902345,1.0,0.0
2024-08-02,487.2817077636719,486.75464324951173,487.88199493408206,0.0,-1.0
2024-08-05,474.8935546875,484.0798538208008,487.64716583251953,0.0,0.0
2024-08-06,493.2212219238281,482.2875091552734,487.6372985839844,0.0,0.0
2024-08-07,488.06036376953125,480.00303344726564,487.61311981201175,0.0,0.0
2024-08-08,508.7339172363281,479.8498031616211,487.8727639770508,0.0,0.0
2024-08-09,516.859619140625,480.7931427001953,488.08521942138674,0.0,0.0
2024-08-12,515.0427856445312,481.7809005737305,488.2868859863281,0.0,0.0
2024-08-13,527.6106567382812,483.7149917602539,488.52168640136716,0.0,0.0
2024-08-14,525.8338623046875,486.9478012084961,488.7163803100586,0.0,0.0
2024-08-15,536.3851928710938,490.0163940429687,488.9984378051758,1.0,1.0
2024-08-16,526.4926147460938,492.543440246582,489.2469891357422,1.0,0.0
2024-08-19,528.349365234375,494.6337585449219,489.5852117919922,1.0,0.0
2024-08-20,525.8038330078125,496.53241271972655,489.91822357177733,1.0,0.0
2024-08-21,534.218994140625,500.2204162597656,490.41795928955077,1.0,0.0
2024-08-22,530.9947509765625,504.13951416015624,490.82791107177735,1.0,0.0
2024-08-23,527.0715942382812,507.24903411865233,491.1385968017578,1.0,0.0
2024-08-26,520.2037353515625,510.01466369628906,491.2871615600586,1.0,0.0
2024-08-27,518.187255859375,512.8052474975586,491.37387603759765,1.0,0.0
2024-08-28,515.871337890625,514.8990585327149,491.2736825561523,1.0,0.0
2024-08-29,517.3087768554688,515.921257019043,491.26854095458987,1.0,0.0
2024-08-30,520.3934326171875,517.5768432617188,491.3176815795898,1.0,0.0
2024-09-03,510.86016845703125,519.3751739501953,491.24227020263675,1.0,0.0
2024-09-04,511.8384094238281,520.3060333251954,491.14343322753905,1.0,0.0
2024-09-05,515.951171875,521.7005737304687,491.1980142211914,1.0,0.0
2024-09-06,499.3903503417969,521.2333953857421,491.2033657836914,1.0,0.0
2024-09-09,503.9024353027344,520.5855361938477,491.258525390625,1.0,0.0
2024-09-10,503.9024353027344,520.0285186767578,491.3694314575195,1.0,0.0
2024-09-11,510.9300231933594,519.1944869995117,491.4745233154297,1.0,0.0
2024-09-12,524.6758422851562,519.1365859985351,491.9238034057617,1.0,0.0
2024-09-13,523.6975708007812,518.5022048950195,492.3567190551758,1.0,0.0
2024-09-16,532.8502197265625,518.820085144043,492.7378561401367,1.0,0.0
2024-09-17,535.8877563476562,519.197004699707,493.17529724121096,1.0,0.0
2024-09-18,537.5164184570312,519.782633972168,494.1487924194336,1.0,0.0
2024-09-19,558.6493530273438,521.0041519165039,495.3145693969727,1.0,0.0
2024-09-20,560.8975219726562,522.4992904663086,496.6092349243164,1.0,0.0
2024-09-23,563.955078125,524.3434646606445,497.95890838623046,1.0,0.0
2024-09-24,562.8759765625,526.4770767211915,499.20783935546876,1.0,0.0
2024-09-25,567.8519287109375,528.9603103637695,500.4816976928711,1.0,0.0
2024-09-26,567.3823852539062,531.5358627319335,501.6483435058594,1.0,0.0
2024-09-27,566.9027099609375,534.0155593872071,502.6733697509766,1.0,0.0
2024-09-30,571.9786376953125,536.5948196411133,503.72362548828124,1.0,0.0
2024-10-01,576.00537109375,539.8520797729492,504.77066802978516,1.0,0.0
2024-10-02,572.3483276367188,542.8775756835937,505.7530178833008,1.0,0.0
2024-10-03,582.30029296875,546.1950317382813,506.82710845947264,1.0,0.0
2024-10-04,595.459716796875,550.9985000610352,508.1144683837891,1.0,0.0
2024-10-07,584.3087158203125,555.0188140869141,509.2520236206055,1.0,0.0
2024-10-08,592.4121704101562,559.4443008422852,510.37398010253906,1.0,0.0
2024-10-09,590.0340576171875,563.3995025634765,511.55502716064456,1.0,0.0
2024-10-10,583.3594360351562,566.3336822509766,512.6824914550781,1.0,0.0
2024-10-11,589.4745483398438,569.6225311279297,513.9017227172851,1.0,0.0
2024-10-14,589.944091796875,572.4772247314453,515.1676333618165,1.0,0.0
2024-10-15,585.7974853515625,574.9727111816406,516.3606646728516,1.0,0.0
2024-10-16,576.3250732421875,576.9131439208984,517.4789169311523,1.0,0.0
2024-10-17,576.4650268554688,577.8039276123047,518.4745104980469,1.0,0.0
2024-10-18,576.00537109375,578.5593200683594,519.4485540771484,1.0,0.0
2024-10-21,574.6964111328125,579.09638671875,520.4649560546875,1.0,0.0
2024-10-22,581.5409545898438,580.0296356201172,521.622702331543,1.0,0.0
2024-10-23,563.2356567382812,579.7988220214844,522.5995895385743,1.0,0.0
2024-10-24,567.3223876953125,579.7958221435547,523.5110366821289,1.0,0.0
2024-10-25,572.7879638671875,580.0900848388671,524.4821261596679,1.0,0.0
2024-10-28,577.6939697265625,580.3758514404296,525.3220721435547,1.0,0.0
2024-10-29,592.8018798828125,581.2156768798828,526.3260614013672,1.0,0.0
2024-10-30,591.322998046875,582.1644104003906,527.3232400512695,1.0,0.0
2024-10-31,567.12255859375,581.4055236816406,527.9822790527344,1.0,0.0
2024-11-01,566.702880859375,579.9676818847656,528.5885552978516,1.0,0.0
2024-11-04,560.2280883789062,578.7636505126953,529.1164212036133,1.0,0.0
2024-11-05,571.9686279296875,577.7414733886719,529.808962097168,1.0,0.0
2024-11-06,571.5889282226562,576.8192169189454,530.4921157836914,1.0,0.0
2024-11-07,591.22314453125,577.21240234375,531.3469549560547,1.0,0.0
2024-11-08,588.8650512695312,577.1819274902343,532.249487915039,1.0,0.0
2024-11-11,582.699951171875,576.8197204589844,533.0683084106445,1.0,0.0
2024-11-12,584.3486328125,576.7472778320313,533.9726943969727,1.0,0.0
2024-11-13,579.5325317382812,576.9076507568359,534.7876919555664,1.0,0.0
2024-11-14,576.69482421875,576.919140625,535.4576177978515,1.0,0.0
2024-11-15,553.6334228515625,575.8005432128906,535.8717736816407,1.0,0.0
2024-11-18,553.9531860351562,574.7633819580078,536.2248406982421,1.0,0.0
2024-11-19,560.6378173828125,573.7182250976563,536.7978845214843,1.0,0.0
2024-11-20,565.064208984375,573.8096527099609,537.4106002807617,1.0,0.0
2024-11-21,562.6361694335938,573.575341796875,537.9509204101563,1.0,0.0
2024-11-22,558.6893920898438,572.8704132080078,538.4471807861328,1.0,0.0
2024-11-25,564.654541015625,572.2184417724609,538.7041198730469,1.0,0.0
2024-11-26,573.0776977539062,571.2322326660156,539.1510034179687,1.0,0.0
2024-11-27,568.7412719726562,570.1031463623046,539.5477349853516,1.0,0.0
2024-11-29,573.8571166992188,570.4398742675781,539.9488073730469,1.0,0.0
2024-12-02,592.3522338867188,571.7223419189453,540.7543444824219,1.0,0.0
2024-12-03,613.1554565429688,574.3687103271484,541.9059707641602,1.0,0.0
