Date,price,short_mavg,long_mavg,signal,positions
2024-01-02,48.15434646606445,,,,
2024-01-03,47.55551528930664,,,,
2024-01-04,47.984397888183594,,,,
2024-01-05,49.08308029174805,,,,
2024-01-08,52.23818588256836,,,,
2024-01-09,53.12493896484375,,,,
2024-01-10,54.334590911865234,,,,
2024-01-11,54.806461334228516,,,,
2024-01-12,54.694488525390625,,,,
2024-01-16,56.36602020263672,,,,
2024-01-17,56.037113189697266,,,,
2024-01-18,57.090816497802734,,,,
2024-01-19,59.47414016723633,,,,
2024-01-22,59.63709259033203,,,,
2024-01-23,59.85603332519531,,,,
2024-01-24,61.344608306884766,,,,
2024-01-25,61.59953308105469,,,,
2024-01-26,61.013702392578125,,,,
2024-01-29,62.44729232788086,,,,
2024-01-30,62.756202697753906,,,,
2024-01-31,61.509559631347656,,,,
2024-02-01,63.00913619995117,,,,
2024-02-02,66.14125061035156,,,,
2024-02-05,69.3123550415039,,,,
2024-02-06,68.20366668701172,,,,
2024-02-07,70.0791244506836,,,,
2024-02-08,69.62125396728516,,,,
2024-02-09,72.11256408691406,,,,
2024-02-12,72.22752380371094,,,,
2024-02-13,72.10755920410156,,,,
2024-02-14,73.87906646728516,,,,
2024-02-15,72.63739776611328,,,,
2024-02-16,72.59241485595703,,,,
2024-02-20,69.43231201171875,,,,
2024-02-21,67.452880859375,,,,
2024-02-22,78.5157470703125,,,,
2024-02-23,78.79466247558594,,,,
2024-02-26,79.06958770751953,,,,
2024-02-27,78.6786880493164,,,,
2024-02-28,77.6409912109375,,,,
2024-02-29,79.0895767211914,,,,
2024-03-01,82.25567626953125,,,,
2024-03-04,85.21283721923828,,,,
2024-03-05,85.94366455078125,,,,
2024-03-06,88.67901611328125,,,,
2024-03-07,92.64707946777344,,,,
2024-03-08,87.5073013305664,,,,
2024-03-11,85.75370788574219,,,,
2024-03-12,91.89126586914062,,,,
2024-03-13,90.86650085449219,68.44925857543946,,,
2024-03-14,87.9231948852539,69.24463554382324,,0.0,
2024-03-15,87.81622314453125,70.04984970092774,,0.0,0.0
2024-03-18,88.43407440185547,70.85884323120118,,0.0,0.0
2024-03-19,89.37686157226562,71.66471885681152,,0.0,0.0
2024-03-20,90.35062408447266,72.42696762084961,,0.0,0.0
2024-03-21,91.41336822509766,73.19273620605469,,0.0,0.0
2024-03-22,94.2667007446289,73.99137840270996,,0.0,0.0
2024-03-25,94.97952270507812,74.79483963012696,,0.0,0.0
2024-03-26,92.53910064697266,75.55173187255859,,0.0,0.0
2024-03-27,90.22865295410156,76.2289845275879,,0.0,0.0
2024-03-28,90.33462524414062,76.91493476867676,,0.0,0.0
2024-04-01,90.34162139892578,77.57995086669922,,0.0,0.0
2024-04-02,89.43083953857422,78.17908485412597,,0.0,0.0
2024-04-03,88.94295501708984,78.76520210266114,,0.0,0.0
2024-04-04,85.88467407226562,79.28577491760254,,0.0,0.0
2024-04-05,87.9871826171875,79.8186264038086,,0.0,0.0
2024-04-08,87.11238861083984,80.3288835144043,,0.0,0.0
2024-04-09,85.33380126953125,80.81528549194336,,0.0,0.0
2024-04-10,87.0184097290039,81.30670783996582,,0.0,0.0
2024-04-11,90.59456634521484,81.86347511291504,,0.0,0.0
2024-04-12,88.1651382446289,82.39658668518067,,0.0,0.0
2024-04-15,85.98065185546875,82.85601699829101,,0.0,0.0
2024-04-16,87.39432525634766,83.28107849121093,,0.0,0.0
2024-04-17,84.01512145996094,83.57513381958007,,0.0,0.0
2024-04-18,84.65097045898438,83.90407989501954,,0.0,0.0
2024-04-19,76.18197631835938,84.02613693237305,,0.0,0.0
2024-04-22,79.49919128417969,84.22369567871094,,0.0,0.0
2024-04-23,82.40350341796875,84.42951446533203,,0.0,0.0
2024-04-24,79.65814971923828,84.57812698364258,,0.0,0.0
2024-04-25,82.61246490478516,84.78822509765625,,0.0,0.0
2024-04-26,87.71424865722656,85.06492874145508,,0.0,0.0
2024-04-29,87.73624420166016,85.36690567016602,,0.0,0.0
2024-04-30,86.38156127929688,85.64268859863282,,0.0,0.0
2024-05-01,83.02135467529297,85.9144694519043,,0.0,0.0
2024-05-02,85.79669952392578,86.28134582519532,,0.0,0.0
2024-05-03,88.76799774169922,86.48639083862305,,0.0,0.0
2024-05-06,92.11820220947266,86.75286163330078,,0.0,0.0
2024-05-07,90.53257751464844,86.98212142944335,,0.0,0.0
2024-05-08,90.39061737060547,87.21636001586914,,0.0,0.0
2024-05-09,88.72601318359375,87.43806045532227,,0.0,0.0
2024-05-10,89.85673522949219,87.65340362548828,,0.0,0.0
2024-05-13,90.37762451171875,87.81584259033202,,0.0,0.0
2024-05-14,91.33439636230469,87.93827377319336,,0.0,0.0
2024-05-15,94.60760498046875,88.11155258178711,,0.0,0.0
2024-05-16,94.33667755126953,88.22470581054688,,0.0,0.0
2024-05-17,92.45712280273438,88.22090667724609,,0.0,0.0
2024-05-20,94.75757598876953,88.36591217041016,,0.0,0.0
2024-05-21,95.36344146728516,88.55810684204101,,0.0,0.0
2024-05-22,94.92754364013672,88.61883239746093,,0.0,0.0
2024-05-23,103.77445220947266,88.87699142456054,,0.0,0.0
2024-05-24,106.44381713867188,89.24740386962891,,0.0,0.0
2024-05-28,113.87405395507812,89.76856048583984,,0.0,0.0
2024-05-29,114.79783630371094,90.29583572387695,,0.0,0.0
2024-05-30,110.47386169433594,90.71777572631837,,0.0,0.0
2024-05-31,109.60707092285156,91.10290466308594,,0.0,0.0
2024-06-03,114.97279357910156,91.57409317016601,,0.0,0.0
2024-06-04,116.40946197509766,92.0169483947754,,0.0,0.0
2024-06-05,122.4110336303711,92.56557861328125,,0.0,0.0
